column_label,STNAME,AGENCY,POP,GROUP,total_arrests_race_data,total_White_arrests,total_African_American_arrests,total_violent_arrests,total_marijuana_possession_arrests_race_data,total_White_marijuana_possession_arrests,total_African_American_marijuana_possession_arrests,total_marijuana_possession_and_sale_arrests_race_data,total_White_marijuana_possession_and_sale_arrests,total_African_American_marijuana_possession_and_sale_arrests,total_non_violent_non_drug_misdemeanor_arrests_race_data,total_White_non_drug_misdemeanor_arrests,total_African_American_non_drug_misdemeanor_arrests
UCR_2009,ALASKA,ANCHORAGE,283300,1C,21487,11886,3014,6015,369,243,52,415,266,65,1574,728,140
UCR_2009,ARIZ,MESA,470833,1C,29420,24200,3121,6374,1213,979,166,1262,1013,180,3589,2965,302
UCR_2009,ARIZ,PHOENIX,1597397,1A,88604,68354,14342,22152,3078,2358,594,3482,2644,691,11240,8539,1580
UCR_2009,ARIZ,TUCSON,547981,1B,64487,54371,6888,10196,3368,2846,383,3504,2943,415,13268,10909,1285
UCR_2009,CALIF,ANAHEIM,335970,1C,13164,12193,762,3041,462,431,28,527,490,34,1255,1196,46
UCR_2009,CALIF,BAKERSFIELD,330897,1C,24274,18141,5984,7147,495,328,165,642,397,243,2349,1922,409
UCR_2009,CALIF,FRESNO,481370,1C,42283,32798,9302,8695,680,510,168,903,657,244,4110,3380,707
UCR_2009,CALIF,LONG BEACH,463969,1C,36636,23452,12787,6097,1660,951,695,2050,1115,911,3365,2603,720
UCR_2009,CALIF,LOS ANGELES,3848776,1A,146833,103730,42851,30623,5547,3670,1869,6728,4359,2358,10693,9341,1336
UCR_2009,CALIF,OAKLAND,404553,1C,23739,5707,17831,4805,153,50,101,639,129,502,1739,834,890
UCR_2009,CALIF,RIVERSIDE,299871,1C,13268,10770,2455,3404,379,303,75,487,383,102,1048,860,187
UCR_2009,CALIF,SACRAMENTO,470308,1C,32808,17865,14572,8409,905,414,482,1195,536,649,2321,1614,679
UCR_2009,CALIF,SAN DIEGO,1314773,1A,71014,50840,18310,11459,2743,1958,749,3164,2233,884,8752,7184,1341
UCR_2009,CALIF,SAN FRANCISCO,809755,1B,47160,24978,22092,8450,518,320,198,1459,877,577,2348,1750,592
UCR_2009,CALIF,SAN JOSE,954009,1B,39879,34662,4237,9432,1360,1168,160,1689,1449,197,4223,3776,346
UCR_2009,CALIF,SANTA ANA,339196,1C,13489,12414,1016,2596,504,488,12,560,542,14,1184,1157,21
UCR_2009,CALIF,STOCKTON,292212,1C,16486,10706,5387,5054,20,14,6,106,57,46,2379,1787,551
UCR_2009,COLO,AURORA,324014,1C,25298,14036,10819,5256,822,394,416,875,416,445,4104,2233,1790
UCR_2009,COLO,COLORADO SPRINGS,401626,1C,23107,17918,4667,6097,626,497,118,658,526,121,2246,1747,433
UCR_2009,COLO,DENVER,604680,1B,13271,9097,3968,4435,68,46,21,219,115,100,524,441,72
UCR_2009,GA,ATLANTA,552901,1B,64487,7928,56236,11740,5041,330,4699,5119,344,4763,11994,1945,9988
UCR_2009,ILL,CHICAGO,2848431,1A,145422,40327,104021,49732,NA,NA,NA,NA,NA,NA,19554,8419,10998
UCR_2009,IND,INDIANAPOLIS,813471,1B,72671,32355,40281,18256,2317,797,1519,2664,902,1761,9829,5039,4788
UCR_2009,KANS,WICHITA,367635,1C,16822,10683,5805,6252,927,545,372,959,565,383,1571,1033,510
UCR_2009,KY,LOUISVILLE METRO,631260,1B,47851,24836,22859,10962,5507,2664,2828,6185,2960,3209,6188,3690,2478
UCR_2009,MASS,BOSTON,624222,1B,23281,9751,13160,9328,302,88,211,677,202,465,1549,782,743
UCR_2009,MD,BALTIMORE,638755,1B,123222,16481,106012,13841,6811,505,6265,7020,515,6464,2176,268,1894
UCR_2009,MICH,DETROIT,908441,1B,30597,2562,27967,8652,1360,56,1302,1904,69,1831,1693,141,1549
UCR_2009,MINN,MINNEAPOLIS,382618,1C,30727,7348,20348,5450,1183,273,838,1193,273,848,7846,2044,4691
UCR_2009,MINN,ST. PAUL,280194,1C,16590,4942,9304,4295,465,116,307,485,118,324,2555,764,1420
UCR_2009,MO,KANSAS CITY,484684,1C,45261,19024,25951,12856,1310,426,881,1312,426,883,3008,1102,1880
UCR_2009,MO,ST. LOUIS,355208,1C,31925,6309,25527,10216,583,48,533,590,51,537,5019,1285,3719
UCR_2009,N C,CHARLOTTE-MECKLENBURG,777708,1B,37534,11295,25929,9852,2047,538,1484,2491,606,1859,1989,684,1295
UCR_2009,N C,GREENSBORO,253191,1C,29333,8957,20022,7696,1546,439,1083,1887,492,1369,2117,781,1319
UCR_2009,N J,NEWARK,279203,1C,36503,7454,29038,2665,1278,215,1063,1543,263,1279,1790,594,1196
UCR_2009,N MEX,ALBUQUERQUE,530636,1B,37617,30737,2779,11255,148,126,8,212,183,14,3023,2285,162
UCR_2009,N Y,BUFFALO,268655,1C,25101,9334,15565,6355,2396,621,1769,2464,627,1830,1181,462,695
UCR_2009,NEBR,LINCOLN,254438,1C,20485,16020,3929,3937,931,677,237,932,677,238,4253,3459,658
UCR_2009,NEV,HENDERSON,261883,1C,13729,11253,2016,3327,568,462,86,576,467,89,883,746,106
UCR_2009,NEV,LAS VEGAS METRO PD,1377282,1A,129581,83931,40860,27030,5375,3081,2156,6174,3409,2606,11996,9070,2503
UCR_2009,OHIO,CLEVELAND,429238,1C,20340,4213,16075,5836,1073,123,949,1151,128,1022,689,173,513
UCR_2009,OHIO,COLUMBUS,759391,1B,18399,7566,10730,5452,395,129,263,429,141,285,1217,700,507
UCR_2009,OKLA,OKLAHOMA CITY,556939,1B,28476,16136,10869,7573,1592,804,728,1639,825,754,4387,2460,1517
UCR_2009,OKLA,TULSA,384851,1C,21755,13093,7607,6433,835,441,370,1115,566,520,3750,2312,1063
UCR_2009,PA,PHILADELPHIA,1547605,1A,119850,36819,82093,22293,5382,901,4451,7301,1397,5865,25476,7099,18114
UCR_2009,PA,PITTSBURGH,312232,1C,22827,10185,12554,5289,1067,296,769,1263,364,896,2609,1632,951
UCR_2009,TENN,MEMPHIS,667421,1B,59209,8348,50563,16772,3004,260,2743,4096,330,3762,6639,1033,5556
UCR_2009,TEXAS,ARLINGTON,379104,1C,25610,15551,9741,6757,1531,846,665,1547,848,679,3745,2732,979
UCR_2009,TEXAS,AUSTIN,768970,1B,64819,47460,16886,12314,2427,1657,757,2483,1694,776,10130,8767,1273
UCR_2009,TEXAS,CORPUS CHRISTI,287507,1C,22458,20431,2002,4007,1116,1022,92,1129,1034,93,5060,4761,295
UCR_2009,TEXAS,DALLAS,1290266,1A,76192,38398,37217,11449,2223,846,1369,2289,873,1406,19884,12907,6773
UCR_2009,TEXAS,EL PASO,618812,1B,31987,29677,2266,9259,2222,2038,181,2239,2053,183,5092,4912,177
UCR_2009,TEXAS,FORT WORTH,723456,1B,48778,29552,18911,12472,1344,787,550,1464,831,625,12118,8712,3320
UCR_2009,TEXAS,HOUSTON,2273771,1A,169312,83095,84440,27207,6991,3134,3812,6991,3134,3812,29059,18205,10528
UCR_2009,TEXAS,PLANO,272747,1C,13506,9943,3091,2350,402,320,63,415,330,66,1631,1391,189
UCR_2009,TEXAS,SAN ANTONIO,1373936,1A,91475,77932,13489,24774,7475,6301,1169,7527,6341,1181,4912,4403,503
UCR_2009,VA,VIRGINIA BEACH,436175,1C,29981,18424,11181,6165,991,625,358,1128,702,415,6893,4899,1932
UCR_2009,WASH,SEATTLE,602531,1B,24888,12954,9535,6973,83,32,43,152,62,77,557,339,165
UCR_2009,WIS,MILWAUKEE,604673,1B,64911,17254,47143,13088,3042,680,2344,3800,812,2964,17938,5346,12486
UCR_2010,ALASKA,ANCHORAGE,291826,1C,21737,11590,3052,5578,481,299,78,541,332,89,1805,807,186
UCR_2010,ARIZ,MESA,439041,1C,30278,24960,3142,6238,1417,1146,164,1491,1216,167,3458,2826,292
UCR_2010,ARIZ,PHOENIX,1445632,1A,77011,59555,12307,19603,2656,2023,525,3194,2457,619,9656,7435,1287
UCR_2010,ARIZ,TUCSON,520116,1B,59265,50043,6236,9890,2886,2419,333,3002,2518,347,10467,8595,999
UCR_2010,CALIF,ANAHEIM,336265,1C,12011,11111,715,2801,305,280,22,352,322,24,1047,983,48
UCR_2010,CALIF,BAKERSFIELD,347483,1C,25307,19579,5606,6544,454,296,156,631,415,213,2427,1972,440
UCR_2010,CALIF,FRESNO,494665,1C,36330,28759,7359,7841,775,601,171,1019,785,230,3133,2569,544
UCR_2010,CALIF,LONG BEACH,462257,1C,31976,21170,10479,5523,1325,842,475,1631,1005,616,2705,2091,586
UCR_2010,CALIF,LOS ANGELES,3792621,1A,132051,95466,36385,28145,4179,2928,1247,5107,3448,1655,10037,8812,1212
UCR_2010,CALIF,OAKLAND,390724,1C,19417,4872,14341,4042,103,34,68,641,153,479,1482,744,726
UCR_2010,CALIF,RIVERSIDE,303871,1C,11229,9456,1738,2941,298,233,64,372,292,79,848,738,110
UCR_2010,CALIF,SACRAMENTO,466488,1C,31122,17824,12940,8127,775,399,370,992,495,489,2159,1509,618
UCR_2010,CALIF,SAN DIEGO,1307402,1A,71069,52315,16966,10898,2598,1976,585,3181,2362,763,8577,7049,1333
UCR_2010,CALIF,SAN FRANCISCO,805235,1B,26470,14319,11184,5941,235,142,90,745,467,248,651,472,160
UCR_2010,CALIF,SAN JOSE,945942,1B,36969,32091,3857,8392,1288,1125,137,1587,1375,179,3529,3129,314
UCR_2010,CALIF,SANTA ANA,324528,1C,14070,12813,1164,2515,548,527,20,622,597,23,1190,1148,31
UCR_2010,CALIF,STOCKTON,291707,1C,11830,7794,3789,3992,10,6,4,79,51,24,2025,1488,514
UCR_2010,COLO,AURORA,325078,1C,23620,13458,9692,4929,714,357,349,780,390,381,3814,2167,1564
UCR_2010,COLO,COLORADO SPRINGS,416427,1C,26600,20737,5364,6095,640,511,122,691,552,132,2012,1539,420
UCR_2010,COLO,DENVER,600158,1B,11434,7690,3541,3975,45,27,18,128,79,48,489,396,83
UCR_2010,GA,ATLANTA,420003,1C,55267,6569,48469,10821,4489,291,4188,4552,296,4246,10323,1485,8781
UCR_2010,ILL,CHICAGO,2695598,1A,135068,37790,96299,44983,NA,NA,NA,NA,NA,NA,17972,7799,10071
UCR_2010,IND,INDIANAPOLIS,831388,1B,37285,16471,20786,9262,1536,504,1032,1804,565,1239,4794,2391,2398
UCR_2010,KANS,WICHITA,382368,1C,16657,10516,5781,5626,1029,577,437,1062,588,459,1411,908,474
UCR_2010,KY,LOUISVILLE METRO,660582,1B,40774,21785,18830,11060,2955,1472,1478,3690,1808,1876,6816,3822,2964
UCR_2010,MASS,BOSTON,617594,1B,20862,9091,11479,8312,208,65,143,614,206,399,1399,677,706
UCR_2010,MD,BALTIMORE,620961,1B,104803,13766,90465,12295,6763,403,6335,6909,406,6478,2199,343,1839
UCR_2010,MICH,DETROIT,713777,1B,27040,2492,24496,8680,1292,67,1223,1616,85,1529,1579,168,1408
UCR_2010,MINN,MINNEAPOLIS,382578,1C,27936,6569,18493,4888,1147,256,840,1160,257,852,7710,1998,4467
UCR_2010,MINN,ST. PAUL,285461,1C,16940,5190,9403,4167,552,155,359,567,161,368,2479,809,1287
UCR_2010,MO,KANSAS CITY,459787,1C,16175,6285,9771,6290,1052,338,709,1087,347,735,1666,701,952
UCR_2010,MO,ST. LOUIS,319294,1C,29992,6718,23206,8691,85,4,81,102,4,98,3813,1028,2769
UCR_2010,N C,CHARLOTTE-MECKLENBURG,779541,1B,35128,10230,24579,9993,1883,439,1432,2392,552,1823,2050,718,1322
UCR_2010,N C,GREENSBORO,269666,1C,28064,8624,19123,6935,1282,345,919,1606,395,1191,2601,956,1598
UCR_2010,N J,NEWARK,277140,1C,29227,5518,23677,2468,1155,186,969,1455,250,1205,1101,313,787
UCR_2010,N MEX,ALBUQUERQUE,545852,1B,38029,30791,2896,11905,129,99,16,191,154,23,3189,2342,196
UCR_2010,N Y,BUFFALO,261310,1C,24391,8789,15430,6421,2274,538,1726,2401,546,1845,1160,455,696
UCR_2010,NEBR,LINCOLN,258379,1C,18913,14918,3563,3842,782,606,170,782,606,170,3704,3000,598
UCR_2010,NEV,HENDERSON,257729,1C,13135,10782,1895,3335,500,399,81,505,401,84,895,723,125
UCR_2010,NEV,LAS VEGAS METRO PD,1446280,1A,122563,79004,38859,25432,5684,3251,2264,6587,3659,2737,10506,7593,2497
UCR_2010,OHIO,CLEVELAND,396815,1C,19659,4119,15514,5812,1091,126,963,1220,143,1075,741,161,574
UCR_2010,OHIO,COLUMBUS,787033,1B,15718,7011,8626,5135,240,87,151,256,93,159,802,425,372
UCR_2010,OKLA,OKLAHOMA CITY,579999,1B,27617,16222,9955,7244,1444,796,611,1478,811,629,4841,2708,1659
UCR_2010,OKLA,TULSA,391906,1C,17180,10419,5778,5740,561,301,247,711,362,329,3425,2101,939
UCR_2010,PA,PHILADELPHIA,1526006,1A,129778,38584,89891,25345,5533,923,4557,8054,1479,6503,23696,6565,16832
UCR_2010,PA,PITTSBURGH,307630,1C,21294,9213,11998,5735,1028,303,722,1255,367,884,1757,1057,689
UCR_2010,TENN,MEMPHIS,646889,1B,62122,8426,53408,16177,3316,281,3024,4439,354,4074,8359,1338,6984
UCR_2010,TEXAS,ARLINGTON,365438,1C,23242,14181,8739,5507,1398,753,633,1413,759,642,3672,2602,1008
UCR_2010,TEXAS,AUSTIN,790390,1B,55698,41519,13642,11011,2481,1746,723,2532,1774,745,7605,6594,931
UCR_2010,TEXAS,CORPUS CHRISTI,305215,1C,20962,18997,1921,3908,1115,994,119,1122,1000,120,4431,4162,263
UCR_2010,TEXAS,DALLAS,1197816,1A,74058,37876,35661,12159,2185,812,1363,2252,836,1406,17496,11704,5635
UCR_2010,TEXAS,EL PASO,649121,1B,30283,28264,1955,9434,2057,1886,170,2084,1909,174,4383,4225,146
UCR_2010,TEXAS,FORT WORTH,741206,1B,45218,27044,17865,11505,1285,701,576,1346,730,608,11125,7613,3406
UCR_2010,TEXAS,HOUSTON,2099451,1A,161807,78679,81391,27553,7014,3100,3846,7014,3100,3846,29459,18054,11120
UCR_2010,TEXAS,PLANO,259841,1C,11739,8639,2674,2106,384,306,68,413,326,74,1488,1267,172
UCR_2010,TEXAS,SAN ANTONIO,1327407,1A,84714,71836,12851,21278,7438,6211,1226,7467,6235,1231,3374,3059,315
UCR_2010,VA,VIRGINIA BEACH,437994,1C,29990,18610,11050,6625,950,561,381,1092,646,437,6944,5065,1821
UCR_2010,WASH,SEATTLE,608660,1B,25501,13295,9847,7067,80,39,38,153,67,73,665,441,167
UCR_2010,WIS,MILWAUKEE,594833,1B,63995,16735,46774,11869,3646,759,2872,4470,890,3563,16365,4888,11355
UCR_2011,ALASKA,ANCHORAGE,296955,1C,20228,10992,2778,5502,387,251,52,431,279,62,1719,791,164
UCR_2011,ARIZ,MESA,445256,1C,29691,24577,3018,6575,1491,1204,209,1542,1245,218,3432,2751,309
UCR_2011,ARIZ,PHOENIX,1466097,1A,73606,57075,11970,19410,2188,1666,442,2716,2064,564,8285,6377,1141
UCR_2011,ARIZ,TUCSON,527479,1B,52358,43923,5764,8881,2236,1875,272,2353,1975,286,8606,6966,971
UCR_2011,CALIF,ANAHEIM,340218,1C,10561,9676,708,2711,20,20,0,45,42,3,1113,1042,55
UCR_2011,CALIF,BAKERSFIELD,351568,1C,22166,17306,4724,6108,58,44,14,203,142,60,1912,1514,380
UCR_2011,CALIF,FRESNO,500480,1B,32065,25865,6056,7549,307,256,48,534,431,99,2669,2211,437
UCR_2011,CALIF,LONG BEACH,467691,1C,27336,18262,8835,5333,27,21,6,276,141,131,2288,1671,591
UCR_2011,CALIF,LOS ANGELES,3837207,1A,118859,86790,31763,27784,661,500,160,1364,930,430,9682,8401,1259
UCR_2011,CALIF,OAKLAND,395317,1C,12736,3748,8846,3436,19,11,8,242,68,172,1114,624,477
UCR_2011,CALIF,RIVERSIDE,307443,1C,10502,8885,1588,2930,41,37,3,87,74,12,659,566,92
UCR_2011,CALIF,SACRAMENTO,471972,1C,26624,16001,10283,7184,195,124,69,368,213,148,1798,1271,501
UCR_2011,CALIF,SAN DIEGO,1316919,1A,58610,43257,13806,10161,267,216,47,575,424,137,7729,6469,1095
UCR_2011,CALIF,SAN FRANCISCO,814701,1B,23493,12694,9840,5829,52,38,10,334,204,97,2567,1793,652
UCR_2011,CALIF,SAN JOSE,957062,1B,24831,21780,2501,7232,30,23,7,263,237,24,2824,2543,238
UCR_2011,CALIF,SANTA ANA,328343,1C,12851,11853,928,2511,129,126,3,182,177,4,1103,1074,26
UCR_2011,CALIF,STOCKTON,295136,1C,8449,5577,2686,3132,3,1,2,45,27,17,1504,1119,349
UCR_2011,COLO,AURORA,330740,1C,22669,12319,9904,4877,677,300,368,764,361,394,3417,1786,1549
UCR_2011,COLO,COLORADO SPRINGS,423680,1C,24667,19612,4559,5891,499,414,77,542,446,86,1785,1380,348
UCR_2011,COLO,DENVER,610612,1B,11606,7655,3729,4276,46,28,17,113,62,48,358,286,64
UCR_2011,GA,ATLANTA,425533,1C,43616,5320,38119,10250,2802,204,2595,2948,211,2734,8811,1303,7482
UCR_2011,ILL,CHICAGO,2703713,1A,123573,33438,89245,42802,NA,NA,NA,NA,NA,NA,14861,6574,8193
UCR_2011,IND,INDIANAPOLIS,833024,1B,60883,27622,33113,18712,2686,1003,1682,3244,1136,2107,8271,4232,3989
UCR_2011,KANS,WICHITA,384796,1C,15712,9857,5560,5548,848,475,370,892,498,390,1168,737,397
UCR_2011,KY,LOUISVILLE METRO,665152,1B,48968,27181,21590,10862,4652,2356,2276,5375,2681,2670,5807,3322,2465
UCR_2011,MASS,BOSTON,621359,1B,18527,8238,10027,7822,87,29,57,431,128,298,1320,686,610
UCR_2011,MD,BALTIMORE,626848,1B,92171,10980,80788,12074,6466,354,6081,6596,358,6207,2215,336,1869
UCR_2011,MICH,DETROIT,713239,1B,23571,1922,21599,7586,1124,47,1075,1352,57,1292,1064,87,972
UCR_2011,MINN,MINNEAPOLIS,385531,1C,25961,7519,15745,5265,897,267,589,901,269,591,7556,2401,4031
UCR_2011,MINN,ST. PAUL,287665,1C,14900,4583,8424,4180,505,136,329,516,138,338,2412,678,1458
UCR_2011,MO,KANSAS CITY,461458,1C,16891,6504,10295,6671,824,199,623,852,206,644,1505,594,901
UCR_2011,MO,ST. LOUIS,320454,1C,34901,8273,26489,9208,48,2,46,80,5,75,4161,1196,2945
UCR_2011,N C,CHARLOTTE-MECKLENBURG,789478,1B,33447,9491,23645,9923,1826,404,1398,2190,459,1704,1848,620,1206
UCR_2011,N C,GREENSBORO,273086,1C,23807,6925,16604,6409,1090,282,800,1303,323,969,2288,800,1460
UCR_2011,N J,NEWARK,278064,1C,19164,3637,15335,2207,734,125,600,867,157,700,302,101,198
UCR_2011,N MEX,ALBUQUERQUE,551961,1B,35302,28688,2519,11185,139,115,14,181,149,21,2989,2152,184
UCR_2011,N Y,BUFFALO,262484,1C,20534,7300,13074,5388,1928,401,1521,2028,415,1607,971,402,557
UCR_2011,NEBR,LINCOLN,260685,1C,18371,14295,3595,3906,782,595,176,782,595,176,3390,2719,563
UCR_2011,NEV,HENDERSON,259902,1C,11551,9424,1711,2994,391,319,57,393,320,57,616,520,74
UCR_2011,NEV,LAS VEGAS METRO PD,1458474,1A,115550,73582,37379,23874,5331,2991,2187,6061,3372,2510,10216,7264,2534
UCR_2011,OHIO,CLEVELAND,397106,1C,16743,3301,13422,5556,763,67,693,870,72,795,539,126,411
UCR_2011,OHIO,COLUMBUS,787609,1B,17235,7226,9918,4949,373,95,278,398,102,296,810,424,383
UCR_2011,OKLA,OKLAHOMA CITY,586208,1B,23318,13906,8278,6878,1140,569,546,1184,595,563,3641,2150,1150
UCR_2011,OKLA,TULSA,396101,1C,18117,10904,6233,5877,566,274,280,726,322,386,3510,2191,958
UCR_2011,PA,PHILADELPHIA,1530873,1A,119474,36808,81430,24809,4812,821,3942,7157,1408,5672,17015,4859,11914
UCR_2011,PA,PITTSBURGH,308609,1C,21021,9481,11387,5250,960,292,664,1163,349,809,2608,1643,937
UCR_2011,TENN,MEMPHIS,652725,1B,63492,9407,53707,16714,2620,216,2393,3567,305,3245,9236,1480,7699
UCR_2011,TEXAS,ARLINGTON,373128,1C,24048,14529,9201,5534,1575,856,699,1630,870,740,3145,2237,864
UCR_2011,TEXAS,AUSTIN,807022,1B,55842,41164,14159,10850,2435,1674,741,2487,1700,767,7655,6632,962
UCR_2011,TEXAS,CORPUS CHRISTI,311637,1C,20834,18937,1854,4000,1079,980,97,1085,986,97,4343,4061,270
UCR_2011,TEXAS,DALLAS,1223021,1A,65626,32797,32423,11930,2000,748,1243,2050,766,1275,12245,8015,4115
UCR_2011,TEXAS,EL PASO,662780,1B,27677,25794,1818,8941,1744,1606,136,1831,1686,142,3632,3481,143
UCR_2011,TEXAS,FORT WORTH,756803,1B,38910,23689,14947,10083,1188,630,551,1268,670,590,8388,6068,2260
UCR_2011,TEXAS,HOUSTON,2143628,1A,139031,66324,71220,24943,6554,2785,3713,6554,2785,3713,23961,14555,9135
UCR_2011,TEXAS,PLANO,265309,1C,11984,8738,2768,2071,504,359,123,525,371,130,1443,1199,193
UCR_2011,TEXAS,SAN ANTONIO,1355339,1A,75365,64917,10425,22320,5261,4449,811,5274,4461,812,2910,2652,256
UCR_2011,VA,VIRGINIA BEACH,443226,1C,29371,17726,11295,6433,902,527,362,1040,593,431,6322,4203,2078
UCR_2011,WASH,SEATTLE,618209,1B,21591,11938,7778,6926,56,28,24,110,62,43,655,418,193
UCR_2011,WIS,MILWAUKEE,597426,1B,59341,13400,45284,12046,2752,463,2267,3387,546,2817,15481,3838,11440
UCR_2012,ALASKA,ANCHORAGE,299143,1C,19554,10170,2704,5607,386,251,50,422,273,57,1723,714,233
UCR_2012,ARIZ,MESA,451391,1C,31782,26139,3264,7223,1419,1128,200,1499,1199,208,4196,3313,423
UCR_2012,ARIZ,PHOENIX,1485509,1A,73038,55633,12303,20785,1936,1475,370,2394,1831,458,8872,6740,1242
UCR_2012,ARIZ,TUCSON,531535,1B,41601,34742,4716,8177,2013,1670,261,2100,1749,267,6627,5378,715
UCR_2012,CALIF,ANAHEIM,344526,1C,10268,9091,765,2811,11,11,0,32,29,3,958,885,40
UCR_2012,CALIF,BAKERSFIELD,355696,1C,22436,17445,4750,6080,33,19,14,177,102,75,1616,1279,325
UCR_2012,CALIF,FRESNO,506011,1B,36711,28368,6173,7067,317,249,43,533,362,76,2324,1802,443
UCR_2012,CALIF,LONG BEACH,469893,1C,25291,16641,8178,5332,28,20,8,273,146,123,2218,1652,529
UCR_2012,CALIF,LOS ANGELES,3855122,1A,124590,86955,36761,27135,1036,730,299,1782,1131,643,8873,7231,1509
UCR_2012,CALIF,OAKLAND,399487,1C,10668,2851,7368,3654,13,4,8,181,49,126,917,460,418
UCR_2012,CALIF,RIVERSIDE,313532,1C,11168,9405,1659,2988,25,25,0,51,50,1,574,481,90
UCR_2012,CALIF,SACRAMENTO,476557,1C,24421,13348,9633,6430,158,86,61,325,151,145,1648,1077,477
UCR_2012,CALIF,SAN DIEGO,1338477,1A,54031,38008,13096,10589,216,163,39,435,307,101,6049,4792,997
UCR_2012,CALIF,SAN FRANCISCO,820363,1B,20482,11007,8550,4646,38,28,10,294,186,93,2449,1752,568
UCR_2012,CALIF,SAN JOSE,976459,1B,21293,16568,2418,6956,132,109,12,334,245,28,1858,1520,185
UCR_2012,CALIF,SANTA ANA,332482,1C,14052,12724,938,2427,180,176,2,209,205,2,911,863,35
UCR_2012,CALIF,STOCKTON,299105,1C,8913,5352,2994,3308,11,8,1,86,54,24,1414,930,373
UCR_2012,COLO,AURORA,336952,1C,24566,13489,10600,5213,617,293,316,700,341,347,3919,2128,1714
UCR_2012,COLO,COLORADO SPRINGS,432287,1C,17321,13751,3254,4079,293,229,58,319,248,63,1262,998,243
UCR_2012,COLO,DENVER,628545,1B,13090,9056,3842,4092,34,25,8,122,79,42,683,574,100
UCR_2012,GA,ATLANTA,437041,1C,45758,6201,39335,10417,3145,202,2930,3397,209,3173,9022,1329,7668
UCR_2012,ILL,CHICAGO,2708382,1A,116798,30490,85461,40654,NA,NA,NA,NA,NA,NA,13842,5566,8167
UCR_2012,IND,INDIANAPOLIS,838650,1B,49378,22741,26491,14653,739,268,470,892,315,576,6638,3409,3189
UCR_2012,KANS,WICHITA,386409,1C,14357,9142,4929,5532,729,367,346,752,381,355,1101,729,354
UCR_2012,KY,LOUISVILLE METRO,666200,1B,47423,26292,20985,10421,4644,2278,2352,5401,2587,2798,4658,2755,1886
UCR_2012,MASS,BOSTON,630648,1B,19129,8936,9972,7302,81,20,60,488,157,324,1043,435,592
UCR_2012,MD,BALTIMORE,625474,1B,85666,11289,74066,13089,5732,341,5372,5826,344,5463,2241,322,1911
UCR_2012,MICH,DETROIT,707096,1B,21635,1905,19685,6459,1062,53,1007,1378,67,1309,1114,154,960
UCR_2012,MINN,MINNEAPOLIS,390240,1C,41033,12172,24944,7851,1465,470,943,1479,472,955,12216,3726,6791
UCR_2012,MINN,ST. PAUL,290700,1C,22247,7225,12181,5631,830,213,557,840,218,561,3642,1288,1968
UCR_2012,MO,KANSAS CITY,464073,1C,14092,5779,8215,5697,664,189,470,686,191,490,1289,517,756
UCR_2012,MO,ST. LOUIS,318667,1C,32390,8014,24293,7642,71,6,65,114,9,105,4104,1220,2868
UCR_2012,N C,CHARLOTTE-MECKLENBURG,808504,1B,30694,8282,22165,10347,1695,374,1313,2106,431,1663,1333,419,906
UCR_2012,N C,GREENSBORO,276134,1C,29586,8484,20750,7336,1837,511,1302,2196,571,1597,2662,920,1709
UCR_2012,N J,NEWARK,278906,1C,24134,4640,19485,2160,1231,217,1014,1420,242,1178,525,120,405
UCR_2012,N MEX,ALBUQUERQUE,553684,1B,33880,27627,2418,11738,126,95,17,167,130,20,2728,2008,181
UCR_2012,N Y,BUFFALO,262434,1C,21506,8548,12813,5738,2078,497,1566,2156,502,1639,1065,454,597
UCR_2012,NEBR,LINCOLN,264175,1C,17851,13695,3743,4511,824,615,197,824,615,197,2859,2227,564
UCR_2012,NEV,HENDERSON,263469,1C,11218,9038,1775,2850,277,222,46,277,222,46,201,172,18
UCR_2012,NEV,LAS VEGAS METRO PD,1479393,1A,105567,66388,34966,22588,4433,2418,1893,5322,2824,2350,8608,6085,2178
UCR_2012,OHIO,CLEVELAND,393781,1C,15636,3252,12367,5214,685,71,614,763,74,689,493,133,359
UCR_2012,OHIO,COLUMBUS,797384,1B,17638,7353,10223,4516,410,93,317,442,98,343,829,413,412
UCR_2012,OKLA,OKLAHOMA CITY,595607,1B,24712,14906,8500,6737,1370,754,562,1402,771,576,3463,1967,1185
UCR_2012,OKLA,TULSA,398904,1C,18522,11276,6281,5886,666,348,296,884,420,435,3364,2085,937
UCR_2012,PA,PHILADELPHIA,1538957,1A,122838,41453,80246,23498,4251,736,3479,6578,1268,5250,20950,6651,14078
UCR_2012,PA,PITTSBURGH,312112,1C,22289,10334,11836,5607,976,289,682,1157,341,811,3290,2009,1253
UCR_2012,TENN,MEMPHIS,657436,1B,60623,8430,51872,16076,2907,217,2681,3862,283,3565,9250,1640,7540
UCR_2012,TEXAS,ARLINGTON,379295,1C,24577,14734,9530,5417,1775,928,823,1825,948,853,3110,2079,1002
UCR_2012,TEXAS,AUSTIN,832901,1B,50392,37566,12360,10360,2260,1567,683,2298,1595,693,5967,5195,724
UCR_2012,TEXAS,CORPUS CHRISTI,312565,1C,22134,20002,2094,4179,1051,942,106,1055,945,107,4738,4455,275
UCR_2012,TEXAS,DALLAS,1241549,1A,60039,29480,30159,11512,2170,790,1371,2203,805,1389,10553,6879,3601
UCR_2012,TEXAS,EL PASO,675536,1B,28569,26447,2052,8918,1867,1718,146,1980,1818,159,3812,3634,167
